review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,identified_theme
"website is perfect, fast and secure",5,2025-06-03 23:42:33,Bank of America,Google Play Store,POSITIVE,0.9998726844787598,website perfect fast secure,Other
"My experience with Bank of America staff members has always been beyond words! They always assist their customers, making them feel appreciated!",5,2025-06-03 23:29:42,Bank of America,Google Play Store,POSITIVE,0.999610722064972,experience bank america staff member word assist customer make feel appreciated,Other
user friendly and easy access.,5,2025-06-03 23:12:46,Bank of America,Google Play Store,POSITIVE,0.9989827275276184,user friendly easy access,Other
"easy, good",5,2025-06-03 21:22:28,Bank of America,Google Play Store,POSITIVE,0.9998576641082764,easy good,Other
accessible and fast to do business,5,2025-06-03 21:02:24,Bank of America,Google Play Store,POSITIVE,0.9998511075973512,accessible fast business,Other
good,4,2025-06-03 20:51:37,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
"Missing features that are online. EDIT: Today, ur app told me to buy a new phone. Pretty sure I'll choose to find a new bank. Look up when I opened my accts if you can. you'll see why I'm sick of being treated like excrement. Is there less than 0? LOL I can still no longer access my accounts via my phone, so I'll be moving all of my BoA accounts after decades. Monahan needs to retire. Therefore, you leave me no",1,2025-06-03 20:41:42,Bank of America,Google Play Store,NEGATIVE,0.9994131326675416,miss feature online edit today ur app tell buy new phone pretty sure choose find new bank look open acct sick treat like excrement lol long access account phone move boa account decade monahan need retire leave,Other
easy to use and instructions and transfers made with ease.,5,2025-06-03 20:21:04,Bank of America,Google Play Store,POSITIVE,0.9993740916252136,easy use instruction transfer ease,Transaction Performance
I can't complain from my usage is great 👍🏼,5,2025-06-03 20:12:48,Bank of America,Google Play Store,POSITIVE,0.9340047836303712,complain usage great,Other
Always wonderful 😊💯 Thanks,5,2025-06-03 19:30:19,Bank of America,Google Play Store,POSITIVE,0.9998844861984252,wonderful thank,Other
"Can't get rid of messages already viewed. Open emails/notes, can't figure out what info is there. Not a good app, need to go to the web site to do anything easily.",3,2025-06-03 19:28:01,Bank of America,Google Play Store,NEGATIVE,0.9997175335884094,rid message view open email note figure info good app need web site easily,Other
"Thank you Bank of America, people are so professional and helpful.",5,2025-06-03 19:14:06,Bank of America,Google Play Store,POSITIVE,0.99984610080719,thank bank america people professional helpful,Other
my experience has been good. I would like for a faster response when money is added or deducted from my accounts.,4,2025-06-03 18:53:14,Bank of America,Google Play Store,POSITIVE,0.9758057594299316,experience good like fast response money add deduct account,Other
The app functioned reasonably well. Unfortunately it is no longer compatible with my device. I am not going to buy a new phone just to use this app. Very disappointed.,2,2025-06-03 18:42:36,Bank of America,Google Play Store,NEGATIVE,0.999703586101532,app function reasonably unfortunately long compatible device go buy new phone use app disappointed,Other
i like it a lot! thanks,5,2025-06-03 18:39:34,Bank of America,Google Play Store,POSITIVE,0.999864101409912,like lot thank,Other
"the instructions for this update of my regular app is totally confusing and virtually meaningless. also the menu to get to the dashboard was initially confusing when that showed up earlier this year . . I supposedly updated the app using the menus that are provided, and before the app completely opened I got a return of the update message so I click update again and there is no place on the next menu to do the update Plus I cannot determine how to go to the update from the Play Store directly",2,2025-06-03 18:31:56,Bank of America,Google Play Store,NEGATIVE,0.9997802376747132,instruction update regular app totally confusing virtually meaningless menu dashboard initially confusing show early year supposedly update app menu provide app completely open get return update message click update place menu update plus determine update play store directly,Other
very efficient,5,2025-06-03 18:28:54,Bank of America,Google Play Store,POSITIVE,0.9998635053634644,efficient,Other
it was awesome!,5,2025-06-03 18:23:37,Bank of America,Google Play Store,POSITIVE,0.9998621940612792,awesome,Other
very good 👍,5,2025-06-03 18:16:45,Bank of America,Google Play Store,POSITIVE,0.999870777130127,good,Other
I appreciate the timely balance notices! They help me prevent crises🙂,4,2025-06-03 17:48:23,Bank of America,Google Play Store,POSITIVE,0.9982457160949708,appreciate timely balance notice help prevent crisis,Other
Ease of use is excellent 👍,5,2025-06-03 17:27:44,Bank of America,Google Play Store,POSITIVE,0.9998273849487304,ease use excellent,Other
excellent service,5,2025-06-03 16:49:45,Bank of America,Google Play Store,POSITIVE,0.9998576641082764,excellent service,Other
"love the app! feels safe as well after 10yrs, knock on wood!",5,2025-06-03 16:39:37,Bank of America,Google Play Store,POSITIVE,0.9996877908706664,love app feel safe knock wood,Other
excellence functionality,5,2025-06-03 16:29:56,Bank of America,Google Play Store,POSITIVE,0.9998019337654114,excellence functionality,Other
"One of the best banking apps I know of. Feels safe, secure and gives me all the info I need. I love this app.",5,2025-06-03 16:12:49,Bank of America,Google Play Store,POSITIVE,0.9998185038566588,good banking app know feel safe secure give info need love app,Other
convenience,5,2025-06-03 16:09:45,Bank of America,Google Play Store,POSITIVE,0.9993540644645692,convenience,Other
"User friendly, fast, never hangs. I can't ask for more.",5,2025-06-03 16:05:23,Bank of America,Google Play Store,NEGATIVE,0.8191426992416382,user friendly fast hang ask,Other
good,5,2025-06-03 15:17:28,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
I do love the ability to send or receive monies and check my account. security is on point also.,4,2025-06-03 15:06:03,Bank of America,Google Play Store,POSITIVE,0.9991281628608704,love ability send receive monie check account security point,Other
so many features missing from the desk top version. whomever wrote this mess really did a terrible job.,1,2025-06-03 15:05:06,Bank of America,Google Play Store,NEGATIVE,0.999778926372528,feature miss desk version whomever write mess terrible job,Other
GREAT!,5,2025-06-03 14:36:38,Bank of America,Google Play Store,POSITIVE,0.9998692274093628,great,Other
very fast and easy to use,5,2025-06-03 14:28:04,Bank of America,Google Play Store,POSITIVE,0.9995383024215698,fast easy use,Other
"ibeen with BOA Since 2014 It's great bank,any where any Time. thanks BOA",5,2025-06-03 14:11:40,Bank of America,Google Play Store,POSITIVE,0.9997149109840392,ibeen boa great bank time thank boa,Other
very good vibes the help is so good no complaints on my side at all very accurate,5,2025-06-03 14:10:46,Bank of America,Google Play Store,POSITIVE,0.9997978806495668,good vibe help good complaint accurate,Other
"Always Available Without Any Questions Or Problem, Thanks",5,2025-06-03 14:06:41,Bank of America,Google Play Store,POSITIVE,0.9996808767318726,available question problem thank,Other
Easy to use and accurate.,5,2025-06-03 14:02:47,Bank of America,Google Play Store,POSITIVE,0.9997956156730652,easy use accurate,Other
This app is no longer compatible with my Samsung tablet?wth?,1,2025-06-03 13:58:17,Bank of America,Google Play Store,NEGATIVE,0.9997270703315736,app long compatible samsung,Other
exelente,5,2025-06-03 13:43:39,Bank of America,Google Play Store,POSITIVE,0.9938247203826904,exelente,Other
"did all that I needed, securely !",5,2025-06-03 13:43:32,Bank of America,Google Play Store,POSITIVE,0.9298969507217408,need securely,Other
it does most everything that I need without going to the bank,5,2025-06-03 13:21:06,Bank of America,Google Play Store,POSITIVE,0.9993376135826112,need go bank,Other
to time consuming-do not like. Can we get the old format back,1,2025-06-03 13:14:56,Bank of America,Google Play Store,NEGATIVE,0.998910427093506,time consuming like old format,Other
easy,5,2025-06-03 13:04:41,Bank of America,Google Play Store,POSITIVE,0.9972309470176696,easy,Other
excellent,5,2025-06-03 12:53:08,Bank of America,Google Play Store,POSITIVE,0.9998434782028198,excellent,Other
very easy,5,2025-06-03 12:39:57,Bank of America,Google Play Store,POSITIVE,0.9985224604606628,easy,Other
I love this option. I am handicapped and being able to deposit checks while setting at my desk at home is perfect for me. there's no struggling to get in or out of my car.,5,2025-06-03 12:24:13,Bank of America,Google Play Store,POSITIVE,0.9998263716697692,love option handicapped able deposit check set desk home perfect struggle car,Other
awesome,5,2025-06-03 11:30:02,Bank of America,Google Play Store,POSITIVE,0.9998682737350464,awesome,Other
"My financial life experience with BofA for the last 50+ years has been...a safe...mind relaxing...trustworthy one, indeed! Thank You.",5,2025-06-03 11:19:27,Bank of America,Google Play Store,POSITIVE,0.9998493194580078,financial life experience bofa year safe mind relax trustworthy thank,Other
yall help me so nice,5,2025-06-03 11:14:39,Bank of America,Google Play Store,POSITIVE,0.998572587966919,you help nice,Other
It's easy and fast to use I'm a customer for over 10 yeas,5,2025-06-03 10:56:48,Bank of America,Google Play Store,POSITIVE,0.8568987846374512,easy fast use customer yea,Other
"Easy app to view account balances, make payments and stay in touch with your finances.",5,2025-06-03 10:55:01,Bank of America,Google Play Store,POSITIVE,0.9986118078231812,easy app view account balance payment stay touch finance,Transaction Performance
Still love BoA so far. Still here,5,2025-06-03 10:54:22,Bank of America,Google Play Store,POSITIVE,0.9993385672569276,love boa far,Other
good,5,2025-06-03 10:46:18,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
very convenient and reliable,5,2025-06-03 10:39:31,Bank of America,Google Play Store,POSITIVE,0.999805748462677,convenient reliable,Other
very quick,5,2025-06-03 10:21:13,Bank of America,Google Play Store,POSITIVE,0.9989323019981384,quick,User Experience
Bank of America is a great app,5,2025-06-03 10:15:39,Bank of America,Google Play Store,POSITIVE,0.9998094439506532,bank america great app,Other
excellent,5,2025-06-03 10:12:35,Bank of America,Google Play Store,POSITIVE,0.9998434782028198,excellent,Other
Great,5,2025-06-03 10:03:57,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
I'm 68 yrs old and this app is so easy and understanding.,5,2025-06-03 10:00:41,Bank of America,Google Play Store,POSITIVE,0.9994822144508362,yrs old app easy understanding,Other
great thanks,5,2025-06-03 10:00:18,Bank of America,Google Play Store,POSITIVE,0.9998583793640136,great thank,Other
the app works GREAT for me never had any problems,5,2025-06-03 09:58:04,Bank of America,Google Play Store,POSITIVE,0.9995055198669434,app work great problem,Other
all good 👍,5,2025-06-03 09:14:23,Bank of America,Google Play Store,POSITIVE,0.9998528957366944,good,Other
Love the convince and access of the site!,5,2025-06-03 08:59:13,Bank of America,Google Play Store,POSITIVE,0.9998852014541626,love convince access site,Other
"Couldn't be better ! So easy to use, even for an old guy like me !!!!",5,2025-06-03 08:58:25,Bank of America,Google Play Store,NEGATIVE,0.9883257150650024,well easy use old guy like,Other
love it,5,2025-06-03 08:55:47,Bank of America,Google Play Store,POSITIVE,0.99987530708313,love,Other
fas and very convenient for all my transactions. thank you.,5,2025-06-03 08:53:01,Bank of America,Google Play Store,POSITIVE,0.999677300453186,fas convenient transaction thank,Other
"My previous review when I had the opportunity to use the app for the first 6 months from installation. That review mentioned problems with the biometric sign-in, not always usable. Since then, they have done some updates, and that problem had been rectified. Now I now find the app runs smoothly with no real hiccups.",5,2025-06-03 08:52:27,Bank of America,Google Play Store,NEGATIVE,0.9950904846191406,previous review opportunity use app month installation review mention problem biometric sign usable update problem rectify find app run smoothly real hiccup,Other
Easy to get around and find what you want,5,2025-06-03 08:34:44,Bank of America,Google Play Store,POSITIVE,0.9995715022087096,easy find want,Other
love it,4,2025-06-03 08:26:07,Bank of America,Google Play Store,POSITIVE,0.99987530708313,love,Other
"I have been a customer of Fleet since 1996, then it rolled into B of A. To the year 2025, I have never been happier with a Bank. If I needed any kind of help they where there for me. I enjoy using their App 👏👏👏👏👍👌. Very user friendly, I can get anything I need through the App, even get support. Very Happy Customer Since 1996, 👍",5,2025-06-03 08:13:50,Bank of America,Google Play Store,POSITIVE,0.9918268918991088,customer fleet roll b year happy bank need kind help enjoy app user friendly need app support happy customer,Customer Support
awesome,5,2025-06-03 08:04:39,Bank of America,Google Play Store,POSITIVE,0.9998682737350464,awesome,Other
Always good,5,2025-06-03 07:54:16,Bank of America,Google Play Store,POSITIVE,0.9998605251312256,good,Other
love the bank,5,2025-06-03 07:47:33,Bank of America,Google Play Store,POSITIVE,0.9998645782470704,love bank,Other
Very easy!,5,2025-06-03 07:46:34,Bank of America,Google Play Store,POSITIVE,0.9989847540855408,easy,Other
Always been great app for me,5,2025-06-03 07:43:57,Bank of America,Google Play Store,POSITIVE,0.9997575879096984,great app,Other
it is very good and easy to use,5,2025-06-03 07:33:34,Bank of America,Google Play Store,POSITIVE,0.9998767375946044,good easy use,Other
Easy to work on.,5,2025-06-03 07:24:51,Bank of America,Google Play Store,POSITIVE,0.9997010827064514,easy work,Other
Great 👍,5,2025-06-03 07:19:21,Bank of America,Google Play Store,POSITIVE,0.9997692704200744,great,Other
good,4,2025-06-03 07:12:18,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
its ok,5,2025-06-03 06:59:07,Bank of America,Google Play Store,POSITIVE,0.99971204996109,ok,Other
Well laid out and easy to use!,5,2025-06-03 06:57:30,Bank of America,Google Play Store,POSITIVE,0.9998080134391784,lay easy use,Other
it's a great convenience 😜,1,2025-06-03 06:57:01,Bank of America,Google Play Store,POSITIVE,0.999406099319458,great convenience,Other
excellent as always,5,2025-06-03 06:51:31,Bank of America,Google Play Store,POSITIVE,0.9998576641082764,excellent,Other
Best bank,5,2025-06-03 06:35:30,Bank of America,Google Play Store,POSITIVE,0.9997438788414,good bank,Other
my experience is very satisfying with Bank of America,5,2025-06-03 06:27:49,Bank of America,Google Play Store,POSITIVE,0.9998624324798584,experience satisfying bank america,Other
"Update: security is very good, but When you get notifications regarding anything and you click it, it will open the app and show you nothing after login. That doesn't make sense Zelle search takes an awful time and makes the app unresponsive for 15secs or more. Is probably bc sync operation with Zelle db",3,2025-06-03 06:06:55,Bank of America,Google Play Store,NEGATIVE,0.9964308738708496,update security good notification click open app login sense zelle search take awful time make app unresponsive probably bc sync operation zelle db,Account Access
Great App. Like it...,5,2025-06-03 06:05:34,Bank of America,Google Play Store,POSITIVE,0.9998674392700196,great app like,Other
always good and a pleasure to be able to have transactions of this nature. a great service provided for anyone and the general public. thank you.,5,2025-06-03 06:00:25,Bank of America,Google Play Store,POSITIVE,0.9998745918273926,good pleasure able transaction nature great service provide general public thank,Other
I have no problems. Which is very nice.,5,2025-06-03 05:46:16,Bank of America,Google Play Store,POSITIVE,0.9998281002044678,problem nice,Other
love it,5,2025-06-03 05:41:31,Bank of America,Google Play Store,POSITIVE,0.99987530708313,love,Other
Great to have 🤙🏾,5,2025-06-03 05:36:47,Bank of America,Google Play Store,POSITIVE,0.9998676776885986,great,Other
I do my banking on line. Easy to use and very clear about information Still easy to use and consistently available.,5,2025-06-03 05:22:11,Bank of America,Google Play Store,POSITIVE,0.999718964099884,banking line easy use clear information easy use consistently available,Other
good awesome great customer service.,5,2025-06-03 05:16:34,Bank of America,Google Play Store,POSITIVE,0.999871015548706,good awesome great customer service,Customer Support
👍,5,2025-06-03 05:10:24,Bank of America,Google Play Store,NEGATIVE,0.6970565915107727,,Other
excellent,5,2025-06-03 05:05:47,Bank of America,Google Play Store,POSITIVE,0.9998434782028198,excellent,Other
"Edit 6/03/2025... it's been 10 years now! app works well actually on Sam S23+ OneUI7, but the thing that needs fixing is editing transax names for checking account items - used to work as expected but for the past year there's a ""no transaction token"" which kills the edit (editing works fine on computer). only other gripe is that it's nearly impossible to find link for Locations on this app. sure G-Maps works but you'd think it would be better on the native app.... but other than these, 92/100",4,2025-06-03 04:55:12,Bank of America,Google Play Store,NEGATIVE,0.9985768795013428,edit year app work actually sam thing need fix edit transax name check account item work expect past year transaction token kill edit edit work fine computer gripe nearly impossible find link location app sure g map work think well native app,User Experience
"This app has always worked well for me. However, just recently, had some fraudulent activity. For that reason, I had to order a new card. The problem is that they didn't give me access to a virtual card or digital wallet, so I'm having some difficulty accessing my account. I'm sure it will be cleared up soon. One other issue is that I attempted to send money through Zelle and it failed whoch was shown in my account. Just recently I checked and it showed that it went through, but still hadn't.",4,2025-06-03 04:38:19,Bank of America,Google Play Store,NEGATIVE,0.9989529848098756,app work recently fraudulent activity reason order new card problem access virtual card digital wallet have difficulty access account sure clear soon issue attempt send money zelle fail whoch show account recently check show go,Other
great,5,2025-06-03 04:34:43,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
Very useful.,5,2025-06-03 04:26:36,Bank of America,Google Play Store,POSITIVE,0.9998420476913452,useful,Other
generally problem free!!,5,2025-06-03 04:25:24,Bank of America,Google Play Store,NEGATIVE,0.9661661386489868,generally problem free,Other
very easy to use 👌,5,2025-06-03 04:08:14,Bank of America,Google Play Store,POSITIVE,0.9933081865310668,easy use,Other
great,5,2025-06-03 03:45:40,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
good help!,5,2025-06-03 03:10:37,Bank of America,Google Play Store,POSITIVE,0.9997828602790833,good help,Other
it's great 👍🏾 you,5,2025-06-03 02:44:32,Bank of America,Google Play Store,POSITIVE,0.9998776912689208,great,Other
"I like the app to use online banking. It is very clear and, handy . It is easy to check the balance and for every bacnk activity. Thank you .",5,2025-06-03 02:40:48,Bank of America,Google Play Store,POSITIVE,0.999569833278656,like app use online banking clear handy easy check balance bacnk activity thank,Other
excellence,5,2025-06-03 02:21:50,Bank of America,Google Play Store,POSITIVE,0.999836564064026,excellence,Other
works great,5,2025-06-03 02:12:32,Bank of America,Google Play Store,POSITIVE,0.9998718500137328,work great,Other
excellent.,5,2025-06-03 01:36:40,Bank of America,Google Play Store,POSITIVE,0.9998406171798706,excellent,Other
my bank account is being drained through the mobile banking app. Customers Service hangs up in me and I ended up with 349;.00 Overdraft charges I did not make,1,2025-06-03 01:20:41,Bank of America,Google Play Store,NEGATIVE,0.9960564374923706,bank account drain mobile banking app customer service hang end overdraft charge,Other
"Not bad, easy to use.",3,2025-06-02 23:28:13,Bank of America,Google Play Store,POSITIVE,0.9976835250854492,bad easy use,Other
Good,5,2025-06-02 23:11:49,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
easy to use.,5,2025-06-02 22:24:50,Bank of America,Google Play Store,POSITIVE,0.9991925358772278,easy use,Other
I've had it for years and it's great,5,2025-06-02 22:15:29,Bank of America,Google Play Store,POSITIVE,0.9998782873153688,year great,Other
"me gusta porque es seguro, me cuidan ..me encanta!!",5,2025-06-02 22:03:51,Bank of America,Google Play Store,POSITIVE,0.998054027557373,gusta porque es seguro cuidan encanta,User Experience
Good app easy to use. BOA is a really good bank,5,2025-06-02 21:48:20,Bank of America,Google Play Store,POSITIVE,0.9997705817222596,good app easy use boa good bank,Other
"this app is great, is working better than ever",5,2025-06-02 21:28:02,Bank of America,Google Play Store,POSITIVE,0.9996727705001832,app great work well,Other
"honestly, works just fine for my basic needs.",5,2025-06-02 21:26:06,Bank of America,Google Play Store,POSITIVE,0.9996654987335204,honestly work fine basic need,Other
"frustrating with this balance assit! trying to get in and won't let me to enter from US residents ""select""??? can't allow me to enter next page??? last time it was fine and no problem?? what happens with this select???? Tired of coming over to BofA about it???? kind of waste of time!!!!",1,2025-06-02 21:21:47,Bank of America,Google Play Store,NEGATIVE,0.999357521533966,frustrating balance assit try will let enter resident select allow enter page time fine problem happen select tired come bofa kind waste time,Other
my favorite Bank! online banking is helpful!,5,2025-06-02 20:57:52,Bank of America,Google Play Store,POSITIVE,0.9984623193740844,favorite bank online banking helpful,Other
great,5,2025-06-02 20:29:27,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
it's very nice and reliable,4,2025-06-02 20:12:33,Bank of America,Google Play Store,POSITIVE,0.999875783920288,nice reliable,Other
"Decent app. Allows access to acct. so I can see balance, recent activity and when next payment is due. Pleased with it so far as it gives me what information I generally need.",4,2025-06-02 20:05:53,Bank of America,Google Play Store,POSITIVE,0.9996439218521118,decent app allow access acct balance recent activity payment pleased far give information generally need,Transaction Performance
Easy to navigate. Makes banking much easier,5,2025-06-02 19:49:48,Bank of America,Google Play Store,POSITIVE,0.9983772039413452,easy navigate make banking easy,Other
BOA IS THE ONLY BANK TO HAVE,5,2025-06-02 19:47:04,Bank of America,Google Play Store,NEGATIVE,0.9751224517822266,boa bank,Other
I love this app! Easy to navigate and never any mistakes in my accounts.,5,2025-06-02 19:27:21,Bank of America,Google Play Store,POSITIVE,0.9998416900634766,love app easy navigate mistake account,Other
very good,5,2025-06-02 19:10:09,Bank of America,Google Play Store,POSITIVE,0.9998520612716676,good,Other
There are a lot of banks that have no fees for low balances. It's hard to stay with a bank that fees you to Death when you are having hard times. If you could put a hide and view password button on the side of the place where you print your password. That would help because I have Clumsy fingers and I need to check and the password before I send it.,3,2025-06-02 19:07:53,Bank of America,Google Play Store,NEGATIVE,0.9992746710777284,lot bank fee low balance hard stay bank fee death have hard time hide view password button place print password help clumsy finger need check password send,Account Access
"I like it so much, thank you 😊",5,2025-06-02 18:54:35,Bank of America,Google Play Store,POSITIVE,0.999866247177124,like thank,Other
not compatible hi,1,2025-06-02 18:42:37,Bank of America,Google Play Store,NEGATIVE,0.9996702671051024,compatible hi,Other
"Been banking with BOA for 20 years. All good...Website online banking is the best.. They have made a ton of money off my credit cards, but I'm Alive today.",5,2025-06-02 18:23:44,Bank of America,Google Play Store,POSITIVE,0.9998157620429992,bank boa year good website online banking good ton money credit card alive today,Other
update not compatible with my phone,1,2025-06-02 18:03:04,Bank of America,Google Play Store,NEGATIVE,0.9997419714927672,update compatible phone,Other
Still loving the app! It suits all my needs.,5,2025-06-02 17:54:42,Bank of America,Google Play Store,POSITIVE,0.9998490810394288,love app suit need,User Experience
very good,5,2025-06-02 17:38:16,Bank of America,Google Play Store,POSITIVE,0.9998520612716676,good,Other
very good,5,2025-06-02 17:35:22,Bank of America,Google Play Store,POSITIVE,0.9998520612716676,good,Other
Getting a notice to update my app. Wont update and as I see its nothing different then my current BOA app.,1,2025-06-02 17:24:44,Bank of America,Google Play Store,NEGATIVE,0.951135277748108,get notice update app will not update different current boa app,Other
"always easy to use , getting done all my banking in minutes,also account security management is number one , monitoring any suspicious activity and call you directly. thanks.",5,2025-06-02 17:12:34,Bank of America,Google Play Store,POSITIVE,0.99806946516037,easy use getting banking minute account security management number monitor suspicious activity directly thank,Other
like how it's easy to navigate,5,2025-06-02 16:58:57,Bank of America,Google Play Store,POSITIVE,0.9996918439865112,like easy navigate,Other
I LOVE THIS APP,5,2025-06-02 16:33:54,Bank of America,Google Play Store,POSITIVE,0.9998608827590942,love app,Other
usually great. no problem. the only problem I have is Zelle! pain in the neck,5,2025-06-02 16:32:39,Bank of America,Google Play Store,NEGATIVE,0.9538772106170654,usually great problem problem zelle pain neck,Other
okay 👌👌👌,5,2025-06-02 16:30:17,Bank of America,Google Play Store,POSITIVE,0.998088538646698,okay,Other
very good,5,2025-06-02 16:20:09,Bank of America,Google Play Store,POSITIVE,0.9998520612716676,good,Other
excellent,5,2025-06-02 16:16:07,Bank of America,Google Play Store,POSITIVE,0.9998434782028198,excellent,Other
"Since April 2025 I have been unable to use this app on my phone. It keeps saying there is no internet connection, but my router is on, and Settings says my WiFi is secure, strong, and connected. I can no longer deposit checks electronically which is very inconvenient. Although I am a long time customer, I am now in the process of moving my account to another bank due to this problem as well as the monthly $25 charge when the balance falls under $500. My new bank has no such problems.",1,2025-06-02 16:11:35,Bank of America,Google Play Store,NEGATIVE,0.9933193922042848,april unable use app phone keep say internet connection router setting say wifi secure strong connect long deposit check electronically inconvenient long time customer process move account bank problem monthly charge balance fall new bank problem,Other
Customer Service Is Exceptional !,5,2025-06-02 16:01:13,Bank of America,Google Play Store,POSITIVE,0.999845027923584,customer service exceptional,Customer Support
best easy app.,5,2025-06-02 15:52:43,Bank of America,Google Play Store,POSITIVE,0.9994598031044006,well easy app,Other
easy answers to my banking needs,5,2025-06-02 15:49:51,Bank of America,Google Play Store,POSITIVE,0.9667738676071168,easy answer banking need,Other
always shut down never works for me,1,2025-06-02 15:44:52,Bank of America,Google Play Store,NEGATIVE,0.9987472295761108,shut work,Other
I've used this app for several years and have been impressed with the increased services and functionality offered. through all the changes it has remained intuitive and user friendly.,5,2025-06-02 15:39:40,Bank of America,Google Play Store,POSITIVE,0.9993394017219543,app year impress increase service functionality offer change remain intuitive user friendly,User Experience
easy to navigate,5,2025-06-02 15:23:19,Bank of America,Google Play Store,POSITIVE,0.9997637867927552,easy navigate,Other
great 👍🏾,5,2025-06-02 15:12:52,Bank of America,Google Play Store,POSITIVE,0.9997692704200744,great,Other
good service,5,2025-06-02 15:11:10,Bank of America,Google Play Store,POSITIVE,0.9998499155044556,good service,Other
great,5,2025-06-02 15:05:06,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
worst experience,1,2025-06-02 15:04:59,Bank of America,Google Play Store,NEGATIVE,0.9998027682304382,bad experience,Other
The staff is very courteous and friendly,5,2025-06-02 14:53:01,Bank of America,Google Play Store,POSITIVE,0.9998438358306884,staff courteous friendly,Other
I have been with you for over 20 years I am very happy with the service I am very happy what's the care that has been taken care of thank you boa! you're amazing.,5,2025-06-02 14:23:47,Bank of America,Google Play Store,POSITIVE,0.9998785257339478,year happy service happy care take care thank boa amazing,Other
it works,5,2025-06-02 14:13:34,Bank of America,Google Play Store,POSITIVE,0.9998537302017212,work,Other
"I wanted to talk to a REAL PERSON, not chat",2,2025-06-02 14:12:42,Bank of America,Google Play Store,NEGATIVE,0.9924806356430054,want talk real person chat,Other
Great,5,2025-06-02 13:58:26,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
Great!,5,2025-06-02 13:56:30,Bank of America,Google Play Store,POSITIVE,0.9998692274093628,great,Other
nice,5,2025-06-02 13:48:00,Bank of America,Google Play Store,POSITIVE,0.9998552799224854,nice,Other
Easy to use. Continuing with add ons to site. Love it. Sign up for notifications. Still loving my mobile banking. Nothing not to love.,5,2025-06-02 13:20:36,Bank of America,Google Play Store,POSITIVE,0.9993159770965576,easy use continue add on site love sign notification love mobile banking love,User Experience
good service at all the time,5,2025-06-02 13:06:07,Bank of America,Google Play Store,POSITIVE,0.99980491399765,good service time,Other
very good,5,2025-06-02 12:58:17,Bank of America,Google Play Store,POSITIVE,0.9998520612716676,good,Other
easy-to-use,5,2025-06-02 12:42:44,Bank of America,Google Play Store,POSITIVE,0.7165523767471313,easy use,Other
love it,5,2025-06-02 12:39:27,Bank of America,Google Play Store,POSITIVE,0.99987530708313,love,Other
you're very helpful and help keep us going,5,2025-06-02 12:25:55,Bank of America,Google Play Store,POSITIVE,0.9998327493667604,helpful help go,Other
This app is user-friendly.,5,2025-06-02 12:19:20,Bank of America,Google Play Store,POSITIVE,0.9873235821723938,app user friendly,Other
Makes my life so much better now. Wish I knew when I would get my new card. Still waiting.,5,2025-06-02 12:13:33,Bank of America,Google Play Store,NEGATIVE,0.6027255058288574,make life well wish know new card wait,Other
always helpful. thank you staff for your Patience,5,2025-06-02 11:51:55,Bank of America,Google Play Store,POSITIVE,0.9997997879981996,helpful thank staff patience,Other
Great,5,2025-06-02 11:41:14,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
app is not working,1,2025-06-02 11:39:49,Bank of America,Google Play Store,NEGATIVE,0.9997467398643494,app work,Other
Works pretty efficiently,5,2025-06-02 11:36:58,Bank of America,Google Play Store,POSITIVE,0.9998494386672974,work pretty efficiently,Other
"very convenient, great app.",5,2025-06-02 11:28:05,Bank of America,Google Play Store,POSITIVE,0.9991182684898376,convenient great app,Other
Horrible. Will not take my information. Still get the reminder to update my app. I'm done....,1,2025-06-02 11:27:33,Bank of America,Google Play Store,NEGATIVE,0.9997381567955016,horrible information reminder update app,Other
I've been a customer for bank of America for 20 years and now they won't approve me for balance assist loan,1,2025-06-02 11:24:39,Bank of America,Google Play Store,NEGATIVE,0.9984354376792908,customer bank america year will approve balance assist loan,Other
easy to navigate and quick to setup,5,2025-06-02 11:22:39,Bank of America,Google Play Store,POSITIVE,0.9983066320419312,easy navigate quick setup,User Experience
"It's bank of America! so you get bank of America service...the run around, impossible to get a person, try a million times no progress...but you need the app til you smarten up and switch ATM booths... I mean ATM booths, I MEAN BANKS!",1,2025-06-02 11:01:03,Bank of America,Google Play Store,NEGATIVE,0.9954173564910888,bank america bank america service run impossible person try million time progress need app til smarten switch atm booth mean atm booth mean bank,Other
great,5,2025-06-02 10:58:33,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
greatest,5,2025-06-02 10:34:26,Bank of America,Google Play Store,POSITIVE,0.9997989535331726,great,Other
